S/N,Latitude,Longitude,Location,LGA,State,24hr,3day,7day
544,8.815999984741211,4.978000164031982,Share,Ifelodun,KWARA,MODERATE,LOW,LOW
545,8.786999702453613,6.816999912261963,Takura,Kwali,FCT,MODERATE,CRITICAL,CRITICAL
546,8.777000427246094,5.301000118255615,Gubugbu,Edu,KWARA,MODERATE,HIGH,HIGH
547,8.777000427246094,5.803999900817871,Mosalachi,Mokwa,NIGER,LOW,HIGH,HIGH
548,8.762999534606934,3.611000061035156,Ogboro,Saki East,OYO,LOW,HIGH,CRITICAL
549,8.76200008392334,6.559000015258789,Ndashe,Lapai,NIGER,HIGH,MODERATE,MODERATE
550,8.75100040435791,5.197999954223633,Mashe,Edu,KWARA,LOW,MODERATE,MODERATE
551,8.746999740600586,4.136000156402588,Igbetti,Olorunsogo,OYO,LOW,MODERATE,CRITICAL
552,8.743000030517578,12.156000137329102,Jada,Jada,ADAMAWA,LOW,MODERATE,CRITICAL
553,8.723999977111816,5.763999938964844,Pategi,Pategi,KWARA,HIGH,CRITICAL,MODERATE
554,8.677000045776367,7.820000171661377,Laminga,Nasarawa,NASARAWA,LOW,MODERATE,MODERATE
555,8.659000396728516,3.401999950408936,Shaki,Saki West,OYO,HIGH,CRITICAL,HIGH
556,8.656999588012695,6.604000091552734,Gulu,Lapai,NIGER,MODERATE,CRITICAL,CRITICAL
557,8.640999794006348,9.45199966430664,Damshin,Shendam,PLATEAU,MODERATE,MODERATE,HIGH
558,8.618000030517578,10.244000434875488,Mala,Gassol,TARABA,MODERATE,CRITICAL,CRITICAL
559,8.614999771118164,10.781999588012695,Mutum Biyu,Gassol,TARABA,CRITICAL,MODERATE,MODERATE
560,8.61299991607666,9.520000457763672,Shemankar,Shendam,PLATEAU,MODERATE,HIGH,CRITICAL
561,8.604999542236328,3.622999906539917,Ago Amadu,Saki East,OYO,MODERATE,MODERATE,MODERATE
562,8.600000381469727,6.431000232696533,Baro,Agaie,NIGER,MODERATE,MODERATE,MODERATE
563,8.59000015258789,8.855999946594238,Tungan Gimba,Lafia,NASARAWA,LOW,MODERATE,CRITICAL
564,8.581999778747559,7.396999835968018,Kujakwa,Kuje,FCT,HIGH,HIGH,MODERATE
565,8.57800006866455,9.098999977111816,Namu,Qua'an Pan,PLATEAU,HIGH,MODERATE,MODERATE
566,8.574000358581543,6.915999889373779,Dangara,Kwali,FCT,MODERATE,MODERATE,CRITICAL
567,8.538000106811523,10.619000434875488,Golbembal,Gassol,TARABA,MODERATE,HIGH,CRITICAL
568,8.531999588012695,10.387999534606934,Sendirdi,Gassol,TARABA,CRITICAL,HIGH,LOW
569,8.517999649047852,7.728000164031982,Nasarawa,Nasarawa,NASARAWA,LOW,MODERATE,HIGH
570,8.515999794006348,5.698999881744385,Okolushe-egboro,Pategi,KWARA,LOW,MODERATE,MODERATE
571,8.49899959564209,5.026000022888184,Ogunbayo,Ifelodun,KWARA,LOW,MODERATE,MODERATE
572,8.491999626159668,4.545000076293945,Ilorin,Ilorin West,KWARA,HIGH,MODERATE,MODERATE
573,8.48900032043457,6.541999816894531,Nugmagi,Lapai,NIGER,LOW,LOW,HIGH
574,8.48900032043457,7.34499979019165,Buga,Toto,NASARAWA,MODERATE,MODERATE,CRITICAL
575,8.477999687194824,5.489999771118164,Isanlu-esa,Yagba West,KOGI,MODERATE,MODERATE,HIGH
576,8.4399995803833,9.682999610900879,Mato,Shendam,PLATEAU,MODERATE,MODERATE,MODERATE
577,8.390999794006348,10.14799976348877,Sansanne,Gassol,TARABA,MODERATE,LOW,LOW
578,8.38599967956543,10.48799991607666,Wurio,Gassol,TARABA,MODERATE,CRITICAL,MODERATE
579,8.385000228881836,3.392999887466431,Agunrege,Atigbo,OYO,MODERATE,MODERATE,LOW
580,8.37600040435791,4.881999969482422,Igbaja,Ifelodun,KWARA,CRITICAL,HIGH,LOW
581,8.375,8.329999923706055,Doma,Doma,NASARAWA,MODERATE,CRITICAL,HIGH
582,8.37399959564209,7.091000080108643,Toto,Toto,NASARAWA,HIGH,CRITICAL,CRITICAL
583,8.369000434875488,8.765999794006348,Obi,Obi,NASARAWA,LOW,MODERATE,HIGH
584,8.366999626159668,12.067000389099121,Sugu,Ganye,ADAMAWA,MODERATE,MODERATE,MODERATE
585,8.354999542236328,7.486000061035156,Bakara,Nasarawa,NASARAWA,LOW,LOW,MODERATE
586,8.331999778747559,6.157999992370605,Taki,Kabba/Bunu,KOGI,HIGH,HIGH,LOW
587,8.25,11.055000305175781,J. Abdullahi,Bali,TARABA,MODERATE,MODERATE,MODERATE
588,8.24899959564209,12.062999725341797,Gamu,Ganye,ADAMAWA,HIGH,LOW,MODERATE
589,8.236000061035156,4.810999870300293,Ajasse Ipo,Irepodun,KWARA,MODERATE,HIGH,HIGH
590,8.232000350952148,7.052999973297119,Matani,Toto,NASARAWA,LOW,LOW,LOW
591,8.22700023651123,3.236999988555908,Ljaiye,Itesiwaju,OYO,CRITICAL,CRITICAL,CRITICAL
592,8.223999977111816,4.895999908447266,Oro,Irepodun,KWARA,LOW,MODERATE,MODERATE
593,8.218999862670898,8.095000267028809,Amaku,Nasarawa,NASARAWA,HIGH,HIGH,LOW
594,8.208999633789062,5.517000198364258,Egbe,Yagba West,KOGI,HIGH,LOW,HIGH
595,8.196999549865723,6.166999816894531,Shomulekiri,Kabba/Bunu,KOGI,MODERATE,MODERATE,MODERATE
596,8.184000015258789,9.746999740600586,Ibi,Ibi,TARABA,CRITICAL,HIGH,MODERATE
597,8.159000396728516,9.135000228881836,Awe,Awe,NASARAWA,LOW,HIGH,CRITICAL
598,8.145000457763672,6.784999847412109,Osenseni,Kogi,KOGI,LOW,LOW,MODERATE
599,8.140000343322754,4.724999904632568,Offa,Offa,KWARA,MODERATE,HIGH,MODERATE
600,8.133999824523926,5.10699987411499,Omu-aran,Irepodun,KWARA,MODERATE,HIGH,HIGH
601,8.130000114440918,8.770999908447266,Keana,Keana,NASARAWA,HIGH,HIGH,LOW
602,8.123000144958496,4.248000144958496,Ogbomosho,Ogbomosho North,OYO,MODERATE,MODERATE,MODERATE
603,8.107999801635742,3.517999887466431,Budo-ago,Itesiwaju,OYO,LOW,MODERATE,CRITICAL
604,8.10099983215332,12.041999816894531,Toungo,Toungo,ADAMAWA,LOW,MODERATE,CRITICAL
605,8.095000267028809,5.902999877929688,Mopa,Mopa Muro,KOGI,HIGH,HIGH,MODERATE
606,8.08899974822998,7.14300012588501,Kainyehu,Toto,NASARAWA,HIGH,MODERATE,LOW
607,8.07699966430664,5.229000091552734,Osi,Ekiti,KWARA,MODERATE,CRITICAL,HIGH
608,8.060999870300293,8.354999542236328,Gidan Rai,Doma,NASARAWA,MODERATE,LOW,LOW
609,8.050999641418457,10.77400016784668,Bakundi,Bali,TARABA,LOW,MODERATE,MODERATE
610,8.050000190734863,9.440999984741211,Chinka,Ibi,TARABA,HIGH,HIGH,MODERATE
611,8.03600025177002,6.958000183105469,Jinjere,Kogi,KOGI,MODERATE,HIGH,HIGH
612,8.03499984741211,5.723000049591064,Jege,Yagba East,KOGI,LOW,LOW,MODERATE
613,8.034000396728516,3.345999956130981,Oke-iho,Kajola,OYO,LOW,LOW,MODERATE
614,8.013999938964844,4.907999992370605,Ila Orangun,Ila,OSUN,LOW,LOW,LOW
615,7.980999946594238,5.11899995803833,Otun,Moba,EKITI,MODERATE,HIGH,CRITICAL
616,7.962999820709229,3.242000102996826,Igana,Iwajowa,OYO,LOW,CRITICAL,MODERATE
617,7.961999893188477,3.591000080108643,Iseyin,Iseyin,OYO,MODERATE,LOW,HIGH
618,7.958000183105469,4.440999984741211,Iranyin,Surulere,OYO,MODERATE,CRITICAL,CRITICAL
619,7.928999900817871,5.321000099182129,Iporo,Oye,EKITI,MODERATE,MODERATE,MODERATE
620,7.926000118255615,3.019999980926514,Oke-ile,Iwajowa,OYO,HIGH,HIGH,MODERATE
621,7.921999931335449,5.763999938964844,Ife,Yagba East,KOGI,MODERATE,HIGH,CRITICAL
622,7.909999847412109,10.378000259399414,Suntai,Bali,TARABA,HIGH,CRITICAL,HIGH
623,7.907999992370605,4.665999889373779,Ikirun,Ifelodun,OSUN,MODERATE,MODERATE,HIGH
624,7.903999805450439,11.529000282287598,Kogin Baba,Toungo,ADAMAWA,MODERATE,HIGH,HIGH
625,7.89900016784668,4.321000099182129,Ejigbo,Ejigbo,OSUN,HIGH,MODERATE,MODERATE
626,7.890999794006348,3.726999998092651,Odo-ogun,Oyo West,OYO,MODERATE,LOW,LOW
627,7.880000114440918,9.777000427246094,Wukari,Wukari,TARABA,LOW,HIGH,CRITICAL
628,7.860000133514404,10.970000267028809,Beli,Bali,TARABA,MODERATE,MODERATE,HIGH
629,7.836999893188477,3.934999942779541,Oyo,Oyo East,OYO,LOW,MODERATE,MODERATE
630,7.836999893188477,6.070000171661377,Kabba,Kabba/Bunu,KOGI,LOW,LOW,HIGH
631,7.824999809265137,4.920000076293945,Oke-mesi,Ekiti West,EKITI,LOW,LOW,LOW
632,7.818999767303467,3.434999942779541,Addo,Iseyin,OYO,LOW,MODERATE,CRITICAL
633,7.815999984741211,6.635000228881836,Zongon Daji,Adavi,KOGI,MODERATE,HIGH,MODERATE
634,7.813000202178955,5.068999767303467,Ijero,Ijero,EKITI,MODERATE,HIGH,LOW
635,7.809000015258789,5.38700008392334,Itapa,Oye,EKITI,LOW,MODERATE,HIGH
636,7.809000015258789,5.565000057220459,Oke Igbira,Ikole,EKITI,LOW,MODERATE,LOW
637,7.809000015258789,6.736999988555908,Lokoja,Lokoja,KOGI,LOW,LOW,HIGH
638,7.793000221252441,7.048999786376953,Odenyi,Bassa,KOGI,MODERATE,HIGH,LOW
639,7.791999816894531,5.249000072479248,Ifaki,Ido/Osi,EKITI,LOW,HIGH,HIGH
640,7.789000034332275,9.163999557495117,Akwana,Logo,BENUE,LOW,LOW,MODERATE
641,7.765999794006348,4.560999870300293,Oshogbo,Osogbo,OSUN,MODERATE,MODERATE,CRITICAL
642,7.750999927520752,5.723999977111816,Omuo,Ekiti East,EKITI,LOW,MODERATE,HIGH
643,7.747000217437744,8.52299976348877,Makurdi,Makurdi,BENUE,MODERATE,MODERATE,HIGH
644,7.739999771118164,2.736000061035156,Alla Soka,Imeko Afon,OGUN,LOW,HIGH,CRITICAL
645,7.729000091552734,10.043000221252441,Donga,Donga,TARABA,LOW,LOW,LOW
646,7.721000194549561,4.434999942779541,Edde,Ede North,OSUN,HIGH,HIGH,HIGH
647,7.706999778747559,3.772000074386597,Akowe,Afijio,OYO,MODERATE,MODERATE,MODERATE
648,7.697000026702881,5.946000099182129,Ayere,Ijumu,KOGI,MODERATE,CRITICAL,CRITICAL
649,7.678999900817871,4.807000160217285,Effon-alaiye,Oriade,OSUN,LOW,MODERATE,HIGH
650,7.669000148773193,3.181999921798706,Igangan,Ibarapa North,OYO,MODERATE,MODERATE,MODERATE
651,7.657999992370605,7.879000186920166,Bopo,Apa,BENUE,HIGH,MODERATE,MODERATE
652,7.639999866485596,7.313000202178955,Ayale,Dekina,KOGI,MODERATE,MODERATE,HIGH
653,7.625,4.177999973297119,Iwo,Iwo,OSUN,MODERATE,CRITICAL,CRITICAL
654,7.620999813079834,5.426000118255615,Ilu-omoba,Gbonyin,EKITI,HIGH,CRITICAL,LOW
655,7.619999885559082,4.73799991607666,Ilesha,Ilesa East,OSUN,CRITICAL,CRITICAL,CRITICAL
656,7.61299991607666,5.21999979019165,Ado-ekiti,Ado Ekiti,EKITI,HIGH,MODERATE,LOW
657,7.590000152587891,3.453000068664551,Lanlate,Ibarapa East,OYO,MODERATE,LOW,MODERATE
658,7.571000099182129,3.678999900817871,Idi-lya,Ido,OYO,LOW,MODERATE,HIGH
659,7.568999767303467,7.631999969482422,Olugo,Ankpa,KOGI,CRITICAL,LOW,MODERATE
660,7.564000129699707,5.53000020980835,Agbado,Gbonyin,EKITI,HIGH,MODERATE,LOW
661,7.559999942779541,6.23199987411499,Okene,Adavi,KOGI,MODERATE,MODERATE,HIGH
662,7.534999847412109,3.223999977111816,Tapa,Ibarapa North,OYO,MODERATE,HIGH,HIGH
663,7.515999794006348,3.904000043869019,Moniya,Akinyele,OYO,MODERATE,HIGH,HIGH
664,7.515999794006348,7.164999961853027,Ayangba,Dekina,KOGI,HIGH,HIGH,HIGH
665,7.513999938964844,9.607999801635742,Zaki Biam,Ukum,BENUE,LOW,LOW,LOW
666,7.507999897003174,11.366999626159668,Serti,Gashaka,TARABA,HIGH,HIGH,HIGH
667,7.499000072479248,5.061999797821045,Igbara-odo,Ekiti South-West,EKITI,CRITICAL,CRITICAL,CRITICAL
668,7.497000217437744,10.355999946594238,Mararaba,Donga,TARABA,HIGH,LOW,LOW
669,7.488999843597412,5.230000019073486,Ikerre,Ikere,EKITI,HIGH,MODERATE,LOW
670,7.471000194549561,4.557000160217285,Ife,Ife East,OSUN,MODERATE,CRITICAL,CRITICAL
671,7.467999935150146,5.736999988555908,Akungba,Akoko South-West,ONDO,HIGH,HIGH,MODERATE
672,7.465000152587891,4.355999946594238,Gbongan,Ayedaade,OSUN,MODERATE,MODERATE,MODERATE
673,7.461999893188477,4.065999984741211,Lalupon,Lagelu,OYO,LOW,LOW,LOW
674,7.458000183105469,4.888999938964844,Ipetu,Oriade,OSUN,MODERATE,CRITICAL,HIGH
675,7.458000183105469,8.605999946594238,Igbor,Gwer East,BENUE,HIGH,MODERATE,HIGH
676,7.454999923706055,5.426000118255615,Ise,Ise/Orun,EKITI,MODERATE,HIGH,MODERATE
677,7.446000099182129,6.065999984741211,Ibillo,Akoko Edo,EDO,LOW,LOW,LOW
678,7.440000057220459,2.848000049591064,Meko,Imeko Afon,OGUN,LOW,HIGH,HIGH
679,7.436999797821045,7.315000057220459,Lafia,Dekina,KOGI,LOW,MODERATE,MODERATE
680,7.426000118255615,3.288000106811523,Igbo Ora,Ibarapa Central,OYO,LOW,MODERATE,CRITICAL
681,7.423999786376953,6.717000007629395,Itobe,Ofu,KOGI,MODERATE,MODERATE,CRITICAL
682,7.401000022888184,3.489000082015991,Eruwa,Ibarapa East,OYO,HIGH,HIGH,MODERATE
683,7.380000114440918,4.757999897003174,Duni,Atakumosa East,OSUN,LOW,LOW,LOW
684,7.379000186920166,3.894999980926514,Ibadan,Ibadan North-West,OYO,MODERATE,CRITICAL,CRITICAL
685,7.377999782562256,7.622000217437744,Ankpa,Ankpa,KOGI,CRITICAL,HIGH,MODERATE
686,7.373000144958496,3.121000051498413,Ola,Abeokuta North,OGUN,HIGH,HIGH,HIGH
687,7.355000019073486,8.041999816894531,Boju Ega,Otukpo,BENUE,HIGH,MODERATE,MODERATE
688,7.341000080108643,4.179999828338623,Ikire,Isokan,OSUN,LOW,MODERATE,HIGH
689,7.323999881744385,8.998000144958496,Gboko,Gboko,BENUE,MODERATE,MODERATE,HIGH
690,7.314000129699707,3.375999927520752,Sanusi,Odeda,OGUN,LOW,MODERATE,MODERATE
691,7.297999858856201,3.615000009536743,Ageri,Odeda,OGUN,HIGH,MODERATE,MODERATE
692,7.294000148773193,5.847000122070312,Idoani,Ose,ONDO,LOW,MODERATE,MODERATE
693,7.263000011444092,4.587999820709229,Yekami,Ife South,OSUN,LOW,LOW,MODERATE
694,7.257999897003174,9.98900032043457,Takum,Takum,TARABA,LOW,MODERATE,CRITICAL
695,7.247000217437744,5.193999767303467,Akure,Akure South,ONDO,HIGH,CRITICAL,LOW
696,7.242000102996826,4.331999778747559,Ago-owu,Ayedaade,OSUN,HIGH,CRITICAL,CRITICAL
697,7.242000102996826,9.701000213623047,Tor Donga,Katsina Ala,BENUE,LOW,LOW,LOW
698,7.230999946594238,3.023999929428101,Aiyetoro,Egbado North,OGUN,MODERATE,HIGH,MODERATE
699,7.192999839782715,8.13599967956543,Oturkpo,Otukpo,BENUE,MODERATE,CRITICAL,MODERATE
700,7.190000057220459,5.587999820709229,Owo,Owo,ONDO,CRITICAL,LOW,MODERATE
701,7.178999900817871,3.970999956130981,Olojudro,Oluyole,OYO,MODERATE,MODERATE,MODERATE
702,7.171999931335449,9.276000022888184,Katsina Ala,Katsina Ala,BENUE,LOW,MODERATE,HIGH
703,7.158999919891357,3.349999904632568,Abeokuta,Abeokuta South,OGUN,MODERATE,MODERATE,MODERATE
704,7.14300012588501,10.677000045776367,Atsuku,Kurmi,TARABA,LOW,LOW,LOW
705,7.117000102996826,6.73199987411499,Idah,Idah,KOGI,LOW,LOW,HIGH
706,7.103000164031982,5.118000030517578,Idanre,Idanre,ONDO,HIGH,MODERATE,LOW
707,7.098999977111816,3.710000038146973,Ajebo,Obafemi Owode,OGUN,MODERATE,HIGH,CRITICAL
708,7.089000225067139,4.839000225067139,Ondo,Ondo West,ONDO,MODERATE,MODERATE,MODERATE
709,7.085999965667725,3.098000049591064,Iboro,Egbado North,OGUN,HIGH,HIGH,CRITICAL
710,7.078999996185303,6.263999938964844,Auchi,Etsako West,EDO,MODERATE,HIGH,HIGH
711,7.072999954223633,3.913000106811523,Mamu,Ijebu North,OGUN,HIGH,MODERATE,LOW
712,7.046999931335449,4.178999900817871,Damola,Ijebu North,OGUN,LOW,HIGH,CRITICAL
713,7.007999897003174,10.442999839782715,Bissaula,Kurmi,TARABA,LOW,LOW,LOW
714,6.988999843597412,10.744000434875488,Abong,Kurmi,TARABA,HIGH,HIGH,LOW
715,6.985000133514404,7.453000068664551,Enugu-ezike,Igbo Eze North,ENUGU,LOW,HIGH,CRITICAL
716,6.947000026702881,3.529000043869019,Shiwun,Obafemi Owode,OGUN,MODERATE,HIGH,HIGH
717,6.938000202178955,3.941999912261963,Oru,Ijebu North,OGUN,LOW,MODERATE,HIGH
718,6.915999889373779,11.430999755859375,Mayo Ndaga,Sardauna,TARABA,HIGH,CRITICAL,MODERATE
719,6.914999961853027,5.776000022888184,Ifon,Ose,ONDO,LOW,LOW,MODERATE
720,6.907999992370605,9.067999839782715,Mbara,Vandeikya,BENUE,LOW,MODERATE,MODERATE
721,6.88100004196167,9.602999687194824,Waya,Kwande,BENUE,LOW,MODERATE,HIGH
722,6.880000114440918,2.844000101089478,Awja Awdaw,Egbado North,OGUN,LOW,LOW,MODERATE
723,6.877999782562256,3.016000032424927,Ilaro,Egbado South,OGUN,MODERATE,MODERATE,MODERATE
724,6.873000144958496,3.190999984741211,Papalanto,Ewekoro,OGUN,MODERATE,CRITICAL,CRITICAL
725,6.86299991607666,7.390999794006348,Nsukka,Nsukka,ENUGU,MODERATE,MODERATE,HIGH
726,6.842000007629395,3.644999980926514,Shagamu,Shagamu,OGUN,LOW,HIGH,MODERATE
727,6.814000129699707,4.592000007629395,Imorun,Odigbo,ONDO,LOW,LOW,MODERATE
728,6.808000087738037,3.920000076293945,Ijebu-ode,Ijebu Ode,OGUN,MODERATE,HIGH,CRITICAL
729,6.807000160217285,7.967999935150146,Igumale,Ado,BENUE,LOW,LOW,MODERATE
730,6.76200008392334,5.545000076293945,Okeluse,Ovia North-East,EDO,HIGH,MODERATE,LOW
731,6.74399995803833,5.145999908447266,Yalowo,Idanre,ONDO,MODERATE,MODERATE,MODERATE
732,6.738999843597412,6.214000225067139,Irrua,Esan Central,EDO,HIGH,CRITICAL,HIGH
733,6.736999988555908,4.875,Ore,Odigbo,ONDO,HIGH,MODERATE,MODERATE
734,6.73199987411499,4.158999919891357,Alakuka,Ijebu East,OGUN,LOW,HIGH,HIGH
735,6.714000225067139,6.323999881744385,Uromi,Esan North-East,EDO,HIGH,MODERATE,LOW
736,6.697999954223633,5.377999782562256,Okha,Ovia South-West,EDO,HIGH,MODERATE,MODERATE
737,6.671000003814697,9.157999992370605,Obudu,Obudu,CROSS RIVER,MODERATE,MODERATE,CRITICAL
738,6.660999774932861,8.79800033569336,Ogoja,Ogoja,CROSS RIVER,MODERATE,HIGH,CRITICAL
739,6.657999992370605,7.409999847412109,Ukehe,Igbo Etiti,ENUGU,CRITICAL,CRITICAL,MODERATE
740,6.657999992370605,7.760000228881836,Eha-amufu,Isi Uzo,ENUGU,LOW,MODERATE,MODERATE
741,6.609000205993652,3.703999996185303,Ikosi,Epe,LAGOS,HIGH,MODERATE,MODERATE
742,6.609000205993652,5.994999885559082,Ehor,Uhunmwonde,EDO,LOW,MODERATE,MODERATE
743,6.605999946594238,3.510999917984009,Ikorodu,Ikorodu,LAGOS,CRITICAL,HIGH,LOW
744,6.585000038146973,2.937999963760376,Ado,Ado-Odo/Ota,OGUN,HIGH,MODERATE,MODERATE
745,6.580999851226807,3.986000061035156,Epe,Epe,LAGOS,MODERATE,HIGH,CRITICAL
746,6.565000057220459,4.638999938964844,Igbotako,Okitipupa,ONDO,MODERATE,MODERATE,HIGH
747,6.526000022888184,5.166999816894531,Siluko,Ovia South-West,EDO,HIGH,MODERATE,MODERATE
748,6.52299976348877,3.322000026702881,Ishaga,Oshodi-Isolo,LAGOS,MODERATE,MODERATE,MODERATE
749,6.519000053405762,3.135999917984009,Igbessa,Ado-Odo/Ota,OGUN,MODERATE,HIGH,MODERATE
750,6.502999782562256,4.692999839782715,Okitipupa,Okitipupa,ONDO,MODERATE,LOW,LOW
751,6.493000030517578,5.401999950408936,Orah,Ovia South-West,EDO,LOW,MODERATE,HIGH
752,6.489999771118164,5.589000225067139,Ora,Ovia North-East,EDO,LOW,LOW,LOW
753,6.482999801635742,4.863999843597412,Irele,Irele,ONDO,MODERATE,MODERATE,MODERATE
754,6.480999946594238,8.515000343322754,Iyahe,Yala,CROSS RIVER,LOW,MODERATE,HIGH
755,6.478000164031982,3.99399995803833,Ilumawfin,Epe,LAGOS,HIGH,HIGH,HIGH
756,6.474999904632568,3.381999969482422,Ebute Metta,Lagos Mainland,LAGOS,HIGH,MODERATE,MODERATE
757,6.451000213623047,7.492000102996826,Enugu,Enugu North,ENUGU,MODERATE,MODERATE,MODERATE
758,6.447000026702881,8.550000190734863,Bansara,Ogoja,CROSS RIVER,LOW,MODERATE,HIGH
759,6.439000129699707,3.42300009727478,Lagos,Eti-Osa,LAGOS,LOW,MODERATE,HIGH
760,6.429999828338623,3.730999946594238,Iwerekun,Ibeju-Lekki,LAGOS,MODERATE,HIGH,HIGH
761,6.421000003814697,3.526999950408936,Okum Alfa,Eti-Osa,LAGOS,LOW,MODERATE,HIGH
762,6.413000106811523,4.526000022888184,Atijere,Ilaje,ONDO,MODERATE,HIGH,MODERATE
763,6.410999774932861,2.892999887466431,Badagri,Badagry,LAGOS,LOW,MODERATE,HIGH
764,6.339000225067139,5.625999927520752,Benin City,Oredo,EDO,MODERATE,HIGH,MODERATE
765,6.329999923706055,8.107999801635742,Abakaliki,Ebonyi,EBONYI,MODERATE,HIGH,HIGH
766,6.282999992370605,5.955999851226807,Uvbe,Uhunmwonde,EDO,LOW,MODERATE,CRITICAL
767,6.267000198364258,6.304999828338623,Umunede,Ika North East,DELTA,HIGH,LOW,LOW
768,6.265999794006348,5.327000141143799,Nikrowa,Ovia South-West,EDO,LOW,MODERATE,CRITICAL
769,6.263000011444092,5.046999931335449,Saforogbon,Ese Odo,ONDO,HIGH,HIGH,HIGH
770,6.261000156402588,7.264999866485596,Oji River Settlement,Oji River,ENUGU,LOW,LOW,HIGH
771,6.257999897003174,6.188000202178955,Agbor,Ika South,DELTA,LOW,MODERATE,HIGH
772,6.215000152587891,7.067999839782715,Awka,Awka South,ANAMBRA,LOW,MODERATE,CRITICAL
773,6.205999851226807,5.447999954223633,Ignohemwen,Ovia North-East,EDO,HIGH,HIGH,CRITICAL
774,6.192999839782715,6.739999771118164,Asaba,Oshimili South,DELTA,LOW,LOW,LOW
775,6.151999950408936,6.782000064849854,Onitsha,Onitsha North,ANAMBRA,HIGH,HIGH,HIGH
776,6.10099983215332,5.922999858856201,Igbekhue,Orhionmwon,EDO,MODERATE,LOW,LOW
777,6.077000141143799,7.473999977111816,Awgu,Awgu,ENUGU,CRITICAL,CRITICAL,MODERATE
778,6.074999809265137,4.855000019073486,Ajapa,Ese Odo,ONDO,LOW,LOW,LOW
779,6.039999961853027,8.550000190734863,Abaragba,Ikom,CROSS RIVER,HIGH,LOW,HIGH
780,6.032000064849854,5.678999900817871,Ugbenu,Ethiope West,DELTA,HIGH,HIGH,HIGH
781,5.965000152587891,8.706000328063965,Ikom,Ikom,CROSS RIVER,LOW,CRITICAL,HIGH
782,5.915999889373779,8.439000129699707,Esabang,Obubra,CROSS RIVER,CRITICAL,LOW,MODERATE
783,5.901999950408936,5.197999954223633,Bear Town,Warri North,DELTA,CRITICAL,MODERATE,MODERATE
784,5.896999835968018,7.929999828338623,Afikpo,Afikpo North,EBONYI,HIGH,HIGH,MODERATE
785,5.89300012588501,5.678999900817871,Sapele,Sapele,DELTA,MODERATE,LOW,LOW
786,5.884798570380948,5.002549070528022,Omolomo,Warri North,DELTA,LOW,MODERATE,MODERATE
787,5.855999946594238,6.853000164031982,Ihiala,Ihiala,ANAMBRA,MODERATE,MODERATE,MODERATE
788,5.841000080108643,7.35200023651123,Okigwi,Okigwe,IMO,HIGH,HIGH,LOW
789,5.809000015258789,8.07699966430664,Ugep,Yakuur,CROSS RIVER,HIGH,HIGH,MODERATE
790,5.745999813079834,7.177000045776367,Okwele,Onuimo,IMO,LOW,MODERATE,HIGH
791,5.717999935150146,5.750999927520752,Agholopke,Okpe,DELTA,LOW,MODERATE,LOW
792,5.722843523846324,5.099618281111274,Inyanagu,Warri North,DELTA,LOW,HIGH,HIGH
793,5.677000045776367,6.204999923706055,Orogun,Ndokwa West,DELTA,LOW,HIGH,LOW
794,5.642000198364258,5.769000053405762,Oviri,Okpe,DELTA,HIGH,HIGH,HIGH
795,5.63700008392334,6.03000020980835,Kokori,Ethiope East,DELTA,MODERATE,HIGH,HIGH
796,5.534999847412109,5.188000202178955,Ogidigbe,Warri South West,DELTA,MODERATE,HIGH,CRITICAL
797,5.532000064849854,7.486000061035156,Umuahia,Umuahia North,ABIA,HIGH,HIGH,MODERATE
798,5.510000228881836,5.754000186920166,Warri,Warri South,DELTA,LOW,HIGH,HIGH
799,5.493000030517578,7.026000022888184,Owerri,Owerri Municipal,IMO,MODERATE,MODERATE,LOW
800,5.459000110626221,5.906000137329102,Okpari,Ughelli South,DELTA,LOW,HIGH,HIGH
801,5.388999938964844,8.255999565124512,Uyanga Okpo Usun,Akamkpa,CROSS RIVER,HIGH,HIGH,MODERATE
802,5.355000019073486,5.440999984741211,Forcados,Burutu,DELTA,LOW,MODERATE,HIGH
803,5.346000194549561,5.513999938964844,Burutu,Burutu,DELTA,LOW,HIGH,CRITICAL
804,5.248000144958496,5.836999893188477,Frukama,Bomadi,DELTA,LOW,MODERATE,HIGH
805,5.184000015258789,7.706999778747559,Ikot-ekpene,Ikot Ekpene,AKWA IBOM,MODERATE,LOW,LOW
806,5.125,5.383999824523926,Aggi,Ekeremor,BAYELSA,HIGH,CRITICAL,HIGH
807,5.11299991607666,5.881999969482422,Isampo,Bomadi,DELTA,MODERATE,MODERATE,CRITICAL
808,5.11299991607666,7.361999988555908,Aba,Aba South,ABIA,MODERATE,MODERATE,CRITICAL
809,5.007999897003174,7.849999904632568,Uyo,Uyo,AKWA IBOM,LOW,HIGH,CRITICAL
810,4.986999988555908,6.421999931335449,Okarki,Ahoada West,RIVERS,HIGH,CRITICAL,CRITICAL
811,4.956999778747559,8.314000129699707,Calabar,Calabar South,CROSS RIVER,HIGH,MODERATE,LOW
812,4.926000118255615,6.258999824523926,Yenagoa,Yenagoa,BAYELSA,LOW,MODERATE,HIGH
813,4.879000186920166,6.116000175476074,Otuan,Southern Ijaw,BAYELSA,HIGH,MODERATE,MODERATE
814,4.840000152587891,5.533999919891357,Letugbene,Ekeremor,BAYELSA,LOW,MODERATE,HIGH
815,4.807000160217285,8.25,Oron,Oron,AKWA IBOM,LOW,MODERATE,HIGH
